name,address,international_phone_number,url,rating,reviews_count
Inmobiliarias Encuentro,"P.º de Extremadura, 87, Latina, 28011 Madrid, España",+34 912 94 86 08,https://iencuentro.es/nosotros/red-de-agencias/,5.0,26.0
Inmobiliarias Encuentro,"C. de Embajadores, 114, Arganzuela, 28045 Madrid, España",+34 913 78 72 79,https://iencuentro.es/nosotros/red-de-agencias/,4.8,431.0
Inmobiliarias Encuentro,"Calle del Gral. Ricardos, 95, Carabanchel, 28019 Madrid, España",+34 917 52 72 61,https://iencuentro.es/nosotros/red-de-agencias/,4.7,422.0
Inmobiliarias Encuentro,"C. de Toledo, 82, Centro, 28005 Madrid, España",+34 915 46 54 14,https://iencuentro.es/nosotros/red-de-agencias/,4.7,254.0
Inmobiliarias Encuentro,"C. de Ocaña, 132, Latina, 28047 Madrid, España",+34 916 70 92 14,https://iencuentro.es/nosotros/red-de-agencias/,4.8,160.0
Inmobiliarias Encuentro,"C. de Aristóteles, 1, Cdad. Lineal, 28027 Madrid, España",+34 919 39 51 51,https://iencuentro.es/nosotros/red-de-agencias/,4.9,35.0
Inmobiliarias Encuentro,"C. Módena, 18, 28232 Las Rozas de Madrid, Madrid, España",+34 917 45 12 96,https://iencuentro.es/nosotros/red-de-agencias/,5.0,95.0
Inmobiliarias Encuentro,"C. de Cavanilles, 16, Retiro, 28007 Madrid, España",+34 915 02 71 53,https://iencuentro.es/nosotros/red-de-agencias/,4.7,245.0
Inmobiliarias Encuentro,"C. de Cartagena, 49, Salamanca, 28028 Madrid, España",+34 915 61 94 14,https://iencuentro.es/nosotros/red-de-agencias/,4.8,85.0
Inmobiliarias Encuentro,"Serrano, C. del Gral. Oráa, 81, entrada por, Salamanca, 28006 Madrid, España",+34 918 19 96 72,https://iencuentro.es/nosotros/red-de-agencias/,4.3,70.0
Inmobiliarias Encuentro,"C.C. Tutti, C. de Puerto Rico, 1, L19, 28220 Majadahonda, Madrid, España",+34 910 22 32 05,https://iencuentro.es/nosotros/red-de-agencias/,4.7,67.0
Inmobiliarias Encuentro,"Pl. del Turia, 3, 28934 Móstoles, Madrid, España",+34 916 46 50 88,https://iencuentro.es/nosotros/red-de-agencias/,4.6,145.0
Inmobiliarias Encuentro,"C. Burguete, 2, local 1, Fuencarral-El Pardo, 28050 Madrid, España",+34 610 40 74 04,https://iencuentro.es/nosotros/red-de-agencias/,5.0,87.0
Inmobiliarias Encuentro,"C. Salvador Dalí, 3, 28933 Móstoles, Madrid, España",+34 919 48 58 23,https://iencuentro.es/nosotros/red-de-agencias/,4.5,91.0
Inmobiliarias Encuentro,"Plaza San Juan, 1, 28224 Pozuelo de Alarcón, Madrid, España",+34 911 48 93 03,https://iencuentro.es/nosotros/red-de-agencias/,4.8,43.0
Inmobiliarias Encuentro,"C. de Pradillo, 16, Chamartín, 28002 Madrid, España",+34 914 21 85 04,https://iencuentro.es/nosotros/red-de-agencias/,4.6,41.0
Inmobiliarias Encuentro - Central de Franquicias,"C. de Espronceda, 27, Entreplanta, Oficina 1, Chamberí, 28003 Madrid, España",+34 916 38 54 96,https://iencuentro.es/,,
Inmobiliarias Encuentro,"C. Silvia Munt, 4, 28521 Rivas-Vaciamadrid, Madrid, España",+34 919 48 47 30,https://iencuentro.es/nosotros/red-de-agencias/,4.7,99.0
Inmobiliarias Encuentro,"C. de la Constitución, 104, 28100 Alcobendas, Madrid, España",+34 910 46 22 94,https://iencuentro.es/nosotros/red-de-agencias/,4.9,143.0
Inmobiliarias Encuentro,"Calle de Sta Engracia, 38, Chamberí, 28010 Madrid, España",+34 919 41 45 93,https://iencuentro.es/nosotros/red-de-agencias/,5.0,3.0
Inmobiliarias Encuentro,"C. de San Jaime, 44, Vallecas, 28031 Madrid, España",+34 919 42 42 31,https://iencuentro.es/,4.4,14.0
Inmobiliarias Encuentro,"C. Cartaya, 5, 28938 Móstoles, Madrid, España",+34 911 46 13 45,https://iencuentro.es/nosotros/red-de-agencias/,4.8,75.0
Inmobiliarias Encuentro,"Av. Siglo XXI, 18, 28660 Boadilla del Monte, Madrid, España",+34 919 48 58 23,https://iencuentro.es/nosotros/red-de-agencias/,4.6,119.0
Inmobiliarias Encuentro,"C. de la Isla de Oza, 48, Moncloa - Aravaca, 28035 Madrid, España",+34 911 47 72 14,https://iencuentro.es/nosotros/red-de-agencias/,5.0,8.0
Inmobiliarias Encuentro,"C. de Lérida, 86, Tetuán, 28020 Madrid, España",+34 919 30 05 78,https://iencuentro.es/nosotros/red-de-agencias/,4.3,16.0
Encuentro,"C. del Pilar de Zaragoza, 35, Salamanca, 28028 Madrid, España",,,,
